City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kuanda,56.3161,116.0806,261.3,93,57,0.26,RU,1712098778
365,belawan,3.7755,98.6832,299.31,89,92,1.46,ID,1712098778
366,selfoss,63.9331,-20.9971,272.62,86,100,3.92,IS,1712098638
367,benghazi,32.1167,20.0667,294.29,46,0,4.37,LY,1712098778
368,san carlos,9.6612,-68.5827,303.36,54,100,1.98,VE,1712098778
369,quellon,-43.1167,-73.6167,281.8,77,99,5.14,CL,1712098778
370,greenville,35.6127,-77.3663,302.24,48,0,4.12,US,1712098610
371,longyearbyen,78.2186,15.6401,256.06,71,75,5.14,SJ,1712098778
372,san jose del cabo,23.0589,-109.6977,297.92,57,26,2.68,MX,1712098480
373,nuku'alofa,-21.1333,-175.2,302.34,70,20,5.66,TO,1712098779
374,pauini,-7.7136,-66.9764,298.59,88,63,1.56,BR,1712098779
375,tsirang,27.0219,90.1229,285.43,67,28,2.33,BT,1712098779
376,kapuskasing,49.4169,-82.4331,280.2,26,40,7.2,CA,1712098779
377,vilyuysk,63.7553,121.6247,259.45,100,98,2.18,RU,1712098779
378,nambucca,-30.6333,152.9833,296.96,63,15,3.26,AU,1712098779
379,bindura,-17.3019,31.3306,290.94,83,84,1.18,ZW,1712098779
380,maya,11.2743,124.0579,299.72,78,70,5.96,PH,1712098779
381,champerico,14.3,-91.9167,308.45,65,5,5.77,GT,1712098779
382,boende,-0.2167,20.8667,295.31,95,82,0.85,CD,1712098779
383,namsos,64.4662,11.4957,269.18,63,100,2.06,NO,1712098755
384,paramonga,-10.6667,-77.8333,295.78,81,27,3.73,PE,1712098780
385,zhangye,38.9342,100.4517,281.0,52,97,4.88,CN,1712098780
386,fandrandava,-21.5208,47.2453,289.98,99,100,2.06,MG,1712098780
387,revda,56.801,59.9303,277.53,97,100,5.52,RU,1712098780
388,okny,47.5404,29.46,283.42,64,7,5.15,UA,1712098780
389,nantucket,41.2835,-70.0995,279.34,81,100,4.12,US,1712098780
390,laojunmiao,39.8333,97.7333,275.72,67,95,0.11,CN,1712098780
391,cestos city,5.46,-9.5828,300.83,90,45,3.22,LR,1712098780
392,argo,37.6333,22.7333,290.25,67,100,2.27,GR,1712098780
393,al muwayh,22.4333,41.7583,292.35,69,10,3.77,SA,1712098780
394,princeton,25.5384,-80.4089,300.37,80,77,3.13,US,1712098781
395,franklin,39.9667,-83.0166,293.8,90,75,6.17,US,1712098577
396,huarmey,-10.0681,-78.1522,296.32,79,21,3.85,PE,1712098781
397,ibiza,38.9088,1.433,289.94,76,0,2.24,ES,1712098781
398,changji,44.0167,87.3167,278.59,70,0,1.0,CN,1712098781
399,katsuura,35.1333,140.3,289.1,76,98,4.87,JP,1712098781
400,banaz,38.7371,29.7519,287.81,41,87,0.87,TR,1712098781
401,khammam,17.25,80.15,299.56,71,17,2.43,IN,1712098781
402,frontera,26.9333,-101.45,301.98,22,4,3.13,MX,1712098781
403,aioun,16.6614,-9.6149,307.58,14,1,5.06,MR,1712098781
404,maffra,-37.9667,146.9833,287.12,62,40,1.53,AU,1712098781
405,tipasa,36.5897,2.4475,289.25,62,99,1.64,DZ,1712098781
406,omdurman,15.6445,32.4777,301.74,13,80,5.2,SD,1712098782
407,grand-bassam,5.2118,-3.7388,303.13,87,100,2.16,CI,1712098523
408,balaipungut,1.05,101.2833,297.21,99,62,0.14,ID,1712098782
409,arraial do cabo,-22.9661,-42.0278,297.13,88,0,1.54,BR,1712098548
410,black point,-34.6187,137.8972,289.88,65,94,2.37,AU,1712098782
411,olinda,-8.0089,-34.8553,303.0,79,40,3.09,BR,1712098782
412,amasra,41.7463,32.3863,289.15,61,71,2.45,TR,1712098782
413,kragujevac,44.0167,20.9167,282.31,80,69,2.25,RS,1712098782
414,ciudad del carmen,18.6333,-91.8333,305.52,59,14,5.32,MX,1712098772
415,nar'yan-mar,67.6713,53.087,256.82,91,5,5.01,RU,1712098782
416,livingston,55.9029,-3.5226,280.08,99,100,4.12,GB,1712098782
417,city of balikpapan,-1.242,116.8942,299.12,94,20,2.57,ID,1712098783
418,fendou,46.65,124.8667,274.54,61,2,3.43,CN,1712098783
419,fortuna,40.5982,-124.1573,288.11,87,100,4.63,US,1712098783
420,salalah,17.0151,54.0924,298.12,59,69,0.45,OM,1712098666
421,nabire,-3.3667,135.4833,299.6,88,89,0.27,ID,1712098783
422,joetsu,37.1483,138.2364,285.39,61,100,1.13,JP,1712098659
423,north nowra,-34.8581,150.5828,293.68,68,59,3.58,AU,1712098783
424,kruisfontein,-34.0033,24.7314,286.97,88,64,2.99,ZA,1712098783
425,berezovyy,51.6667,135.7,273.18,65,23,0.74,RU,1712098783
426,coaldale,49.7167,-112.6185,292.7,34,75,10.8,CA,1712098783
427,sianow,54.2265,16.2913,279.8,92,100,8.34,PL,1712098784
428,ta'izz,13.5,44.0,292.87,67,82,2.9,YE,1712098669
429,dabou,5.3256,-4.3769,301.18,89,91,3.1,CI,1712098784
430,sandnessjoen,66.0217,12.6316,264.44,67,11,5.1,NO,1712098784
431,santa cruz,-17.8,-63.1667,299.18,83,75,7.2,BO,1712098650
432,chivilcoy,-34.8957,-60.0167,289.0,63,52,4.78,AR,1712098784
433,bandon,51.7469,-8.7425,280.92,93,100,5.98,IE,1712098784
434,cao bang,22.6667,106.25,294.78,96,0,0.6,VN,1712098784
435,kyzylorda,44.8528,65.5092,278.16,65,0,4.0,KZ,1712098784
436,naze,28.3667,129.4833,294.66,90,57,8.88,JP,1712098784
437,lionel town,17.8101,-77.2406,303.09,68,99,4.45,JM,1712098784
438,guadalupe y calvo,26.1,-106.9667,285.53,16,0,4.69,MX,1712098784
439,princeville,45.7668,-61.2985,275.71,91,100,1.54,CA,1712098785
440,nova vicosa,-17.8919,-39.3719,298.87,84,91,2.09,BR,1712098785
441,bol,13.4586,14.7147,300.91,41,30,4.85,TD,1712098785
442,egilsstadir,65.2653,-14.3948,270.1,63,75,2.57,IS,1712098785
443,as sulayyil,20.4607,45.5779,292.29,62,99,1.23,SA,1712098785
444,ebon,4.582,168.6964,301.33,78,100,7.75,MH,1712098785
445,sao joao da barra,-21.6403,-41.0511,298.2,85,70,3.7,BR,1712098785
446,smithers,54.7804,-127.1743,281.33,39,20,8.23,CA,1712098785
447,isla mujeres,21.2311,-86.731,302.13,82,43,7.26,MX,1712098786
448,quepos,9.4236,-84.1652,302.23,67,14,2.21,CR,1712098786
449,yuzhno-kurilsk,44.0306,145.8556,274.5,74,5,2.84,RU,1712098786
450,ain taya,36.7933,3.2869,288.06,82,40,1.54,DZ,1712098786
451,moree,-29.4667,149.85,296.3,46,20,3.91,AU,1712098786
452,panama city beach,30.1766,-85.8055,297.75,94,100,3.58,US,1712098785
453,kampung baharu nilai,2.8033,101.7972,300.09,94,20,1.54,MY,1712098786
454,vilyuchinsk,52.9306,158.4028,276.3,76,100,3.49,RU,1712098786
455,vadso,70.0744,29.7487,262.24,79,96,6.69,NO,1712098691
456,tsetserleg,47.475,101.4542,270.53,43,90,1.07,MN,1712098786
457,varzea grande,-15.6467,-56.1325,302.08,74,40,2.06,BR,1712098542
458,kill devil hills,36.0307,-75.676,296.15,79,0,6.17,US,1712098786
459,boyolangu,-8.1181,111.8935,298.55,92,71,1.0,ID,1712098787
460,sosnovo-ozerskoye,52.5249,111.5418,264.09,65,87,2.08,RU,1712098787
461,valdivia,-39.8142,-73.2459,289.2,97,66,1.51,CL,1712098527
462,viqueque,-8.8673,126.3658,299.31,87,93,1.1,TL,1712098787
463,belmonte,-15.8631,-38.8828,299.76,87,100,2.11,BR,1712098787
464,novyy turtkul',41.55,61.0167,280.1,50,7,3.54,UZ,1712098787
465,tolanaro,-25.0319,46.9987,296.19,83,75,3.09,MG,1712098787
466,jaicos,-7.3592,-41.1378,297.12,89,94,1.17,BR,1712098142
467,birao,10.2849,22.7882,299.82,6,94,1.71,CF,1712098787
468,east london,-33.0153,27.9116,291.7,71,15,3.27,ZA,1712098788
469,ko pha ngan,9.7578,100.0291,299.53,73,100,4.36,TH,1712098788
470,grenville,12.1167,-61.6167,301.18,80,98,6.27,GD,1712098788
471,sovetskiy,61.3614,63.5842,276.98,99,100,5.36,RU,1712098788
472,juhaynah,26.6732,31.4976,300.33,29,0,5.47,EG,1712098788
473,luderitz,-26.6481,15.1594,290.76,73,1,1.84,NA,1712098788
474,shahrak,34.1074,64.3052,273.5,76,8,1.2,AF,1712098788
475,mobaye,4.319,21.1786,297.66,75,92,2.66,CF,1712098788
476,mount pearl,47.5166,-52.7813,274.34,91,100,10.29,CA,1712098788
477,wonju,37.3514,127.9453,283.04,71,100,1.31,KR,1712098788
478,broome,42.2506,-75.833,279.65,94,100,7.2,US,1712098789
479,lively,46.4334,-81.1498,283.66,49,91,6.84,CA,1712098790
480,joao pessoa,-7.115,-34.8631,302.28,79,20,3.6,BR,1712098686
481,port blair,11.6667,92.75,298.17,88,36,1.03,IN,1712098790
482,aripuana,-9.1667,-60.6333,298.54,85,99,0.61,BR,1712098790
483,ad-damazin,11.7891,34.3592,302.98,48,99,2.72,SD,1712098790
484,watsa,3.0372,29.5355,291.32,93,97,1.28,CD,1712098790
485,mossel bay,-34.1831,22.146,290.11,88,72,0.78,ZA,1712098790
486,ghadamis,30.1337,9.5007,294.74,33,44,8.6,LY,1712098790
487,mammoth lakes,37.6485,-118.9721,287.55,20,0,2.57,US,1712098577
488,qarqaraly,49.4058,75.4742,272.36,89,98,2.47,KZ,1712098790
489,suntar,62.1444,117.6319,265.86,95,97,2.94,RU,1712098790
490,santa elena de uairen,4.6167,-61.1333,299.32,54,100,1.53,VE,1712098791
491,ialibu,-6.2821,143.9935,291.24,81,100,0.48,PG,1712098791
492,conception bay south,47.4999,-52.9981,274.67,91,96,10.27,CA,1712098791
493,jayapura,-2.5333,140.7,299.81,89,100,1.95,ID,1712098791
494,palapag,12.5458,125.1147,299.55,79,74,2.84,PH,1712098791
495,pyetrykaw,52.1289,28.4921,279.82,90,97,10.11,BY,1712098791
496,ventspils,57.3894,21.5606,277.11,100,100,2.57,LV,1712098791
497,kurayoshi,35.4333,133.8167,288.1,97,100,2.37,JP,1712098791
498,kenai,60.5544,-151.2583,271.2,80,100,0.0,US,1712098791
499,kataba,13.9833,44.3833,288.9,72,96,0.93,YE,1712098791
500,loralai,30.3705,68.598,287.75,33,33,2.42,PK,1712098791
501,glenvale,-27.5648,151.9076,295.31,80,3,0.89,AU,1712098792
502,sinabang,2.4803,96.3801,300.32,80,100,1.04,ID,1712098792
503,titron,29.6681,77.3225,292.45,33,100,3.07,IN,1712098792
504,ganye,8.4333,12.0667,302.39,38,92,1.36,NG,1712098792
505,hajin,34.6927,40.827,295.44,35,0,1.45,SY,1712098792
506,callao,-12.0667,-77.15,297.31,64,0,6.69,PE,1712098792
507,al burayqah,30.4062,19.5739,294.65,53,0,3.21,LY,1712098792
508,suva,-18.1416,178.4415,302.86,74,75,6.17,FJ,1712098792
509,zhaozhou,45.6833,125.3167,275.03,51,0,4.25,CN,1712098792
510,xinyuan,37.3,99.0,268.98,87,59,0.77,CN,1712098792
511,greymouth,-42.4667,171.2,287.2,81,100,1.41,NZ,1712098792
512,douz,33.4663,9.0203,289.77,49,0,4.42,TN,1712098793
513,arafat,21.3594,39.9664,299.57,64,0,1.11,SA,1712098793
514,bad lobenstein,50.4493,11.6381,280.99,86,86,5.45,DE,1712098793
515,la ronge,55.1001,-105.2842,282.29,31,75,4.63,CA,1712098793
516,yatou,37.15,122.3833,282.15,73,100,7.03,CN,1712098793
517,taulaga,-11.0553,-171.0883,300.79,79,100,1.72,AS,1712098793
518,dalhousie,32.5333,75.9833,280.91,46,89,3.95,IN,1712098793
519,na wa,17.4897,104.1006,301.17,41,27,2.1,TH,1712098793
520,recreo,-29.2818,-65.061,292.49,71,41,8.04,AR,1712098793
521,vernon,50.2581,-119.2691,294.6,48,100,1.54,CA,1712098793
522,tralee,52.2704,-9.7026,280.82,95,100,1.73,IE,1712098793
523,caleta de carquin,-11.0925,-77.6267,295.71,80,28,3.52,PE,1712098793
524,campina,45.1333,25.7333,282.79,59,41,1.74,RO,1712098794
525,port moresby,-9.4431,147.1797,301.09,80,100,0.51,PG,1712098794
526,dawukou,39.0419,106.3958,281.13,50,100,2.14,CN,1712098794
527,catriel,-37.8791,-67.7956,293.49,31,70,16.86,AR,1712098794
528,lago da pedra,-4.3333,-45.1667,297.69,96,96,1.64,BR,1712098794
529,plettenberg bay,-34.0527,23.3716,288.75,86,79,1.95,ZA,1712098794
530,marsannay-la-cote,47.271,4.989,280.85,81,0,1.54,FR,1712098794
531,phan rang-thap cham,11.5667,108.9833,297.36,84,70,1.62,VN,1712098794
532,san andres,12.5847,-81.7006,303.16,66,20,4.63,CO,1712098794
533,lompoc,34.6391,-120.4579,295.29,60,0,5.14,US,1712098574
534,idil,37.3411,41.8895,287.38,43,3,2.69,TR,1712098794
535,bani walid,31.7566,13.9942,287.42,75,6,5.26,LY,1712098794
536,mejit,10.2753,170.8646,299.96,72,100,7.84,MH,1712098794
537,dudinka,69.4058,86.1778,262.57,94,100,6.73,RU,1712098795
538,litchfield,41.7668,-73.2501,279.21,93,100,1.79,US,1712098777
539,ulsteinvik,62.3432,5.8487,275.24,56,68,7.6,NO,1712098795
540,goksun,38.021,36.4973,285.85,62,42,1.29,TR,1712098522
541,rahimah,26.7079,50.0619,293.27,49,82,2.2,SA,1712098795
542,woodstock,43.1334,-80.7497,277.96,96,100,0.89,CA,1712098657
543,colonia,50.9333,6.95,284.75,84,75,3.09,DE,1712098630
544,kurumkan,54.3,110.3,264.89,81,7,3.13,RU,1712098795
545,mukalla,14.5425,49.1242,299.2,76,65,1.8,YE,1712098567
546,aliwal north,-30.6937,26.7114,287.66,46,1,2.62,ZA,1712098795
547,nenagh,52.8619,-8.1967,281.24,98,100,3.75,IE,1712098657
548,khon buri,14.5254,102.2459,298.21,72,20,3.1,TH,1712098795
549,puerto santa,-8.9906,-78.6456,296.1,80,13,4.12,PE,1712098795
550,verkhovazh'ye,60.7472,42.0465,274.9,96,100,4.52,RU,1712098795
551,canon city,38.441,-105.2424,290.24,17,0,2.06,US,1712098638
552,carhaix-plouguer,48.2759,-3.5733,283.37,98,100,5.73,FR,1712098796
553,fortaleza,-3.7227,-38.5247,302.22,79,20,3.09,BR,1712098191
554,lazaro cardenas,17.9583,-102.2,300.04,69,96,5.81,MX,1712098643
555,damara,4.9608,18.7035,300.91,56,100,2.91,CF,1712098796
556,dharur,18.8167,76.1167,300.62,25,96,4.9,IN,1712098796
557,el porvenir,13.7617,-87.3458,306.78,40,5,3.95,HN,1712098796
558,roma,43.2128,-75.4557,279.86,86,100,4.12,US,1712098671
559,pompeia,-22.1086,-50.1717,299.42,77,95,0.59,BR,1712098796
560,deogarh,21.5333,84.7333,299.44,24,8,2.13,IN,1712098796
561,swanzey,42.8698,-72.2818,281.95,69,100,3.58,US,1712098796
562,villa emilio carranza,19.9667,-96.6,300.97,73,55,6.27,MX,1712098796
563,zhanaozen,43.3,52.8,284.83,48,52,4.96,KZ,1712098797
564,hovd,48.0056,91.6419,273.2,44,5,0.22,MN,1712098797
565,talara,-4.5772,-81.2719,301.57,61,0,4.12,PE,1712098797
566,trelaze,47.45,-0.4667,284.33,86,100,4.12,FR,1712098797
567,zapolyarnyy,69.4154,30.8136,260.75,99,70,2.04,RU,1712098797
568,fada,9.5667,8.3,299.61,44,15,0.51,NG,1712098797
569,lethbridge,49.7,-112.8186,292.42,34,75,10.8,CA,1712098519
570,kingscliff,-28.2667,153.5667,300.24,67,5,4.63,AU,1712098797
571,iquitos,-3.7481,-73.2472,305.17,58,40,2.06,PE,1712098797
572,heusweiler,49.35,6.9333,283.62,75,0,3.09,DE,1712098797
573,aldama,22.9167,-98.0667,308.43,21,66,10.81,MX,1712098797
574,hithadhoo,-0.6,73.0833,301.48,74,78,1.03,MV,1712098798
575,kavaratti,10.5669,72.642,301.6,74,79,2.43,IN,1712098798
576,macau,22.2006,113.5461,300.04,94,40,4.12,MO,1712098759
